Territorio,Sesso,Età,Stato civile,Value
Lombardia,maschi,92 anni,nubile/celibe,241
Lombardia,maschi,92 anni,coniugata/o,2476
Lombardia,maschi,92 anni,divorziata/o,33
Lombardia,maschi,92 anni,vedova/o,1975
Lombardia,femmine,92 anni,nubile/celibe,1322
Lombardia,femmine,92 anni,coniugata/o,790
Lombardia,femmine,92 anni,divorziata/o,139
Lombardia,femmine,92 anni,vedova/o,11572
Trentino Alto Adige / Südtirol,maschi,92 anni,nubile/celibe,36
Trentino Alto Adige / Südtirol,maschi,92 anni,divorziata/o,6
Trentino Alto Adige / Südtirol,maschi,92 anni,vedova/o,210
Trentino Alto Adige / Südtirol,femmine,92 anni,nubile/celibe,213
Trentino Alto Adige / Südtirol,femmine,92 anni,coniugata/o,86
Trentino Alto Adige / Südtirol,femmine,92 anni,divorziata/o,10
Trentino Alto Adige / Südtirol,femmine,92 anni,vedova/o,1144
Veneto,maschi,92 anni,nubile/celibe,151
Veneto,maschi,92 anni,divorziata/o,18
Veneto,maschi,92 anni,vedova/o,967
Veneto,femmine,92 anni,nubile/celibe,650
Veneto,femmine,92 anni,coniugata/o,354
Veneto,femmine,92 anni,divorziata/o,55
Veneto,femmine,92 anni,vedova/o,6171
Friuli-Venezia Giulia,maschi,92 anni,nubile/celibe,36
Friuli-Venezia Giulia,maschi,92 anni,coniugata/o,381
Friuli-Venezia Giulia,maschi,92 anni,divorziata/o,4
Friuli-Venezia Giulia,maschi,92 anni,vedova/o,311
Friuli-Venezia Giulia,femmine,92 anni,nubile/celibe,165
Friuli-Venezia Giulia,femmine,92 anni,divorziata/o,19
Friuli-Venezia Giulia,femmine,92 anni,vedova/o,1994
Emilia-Romagna,maschi,92 anni,nubile/celibe,196
Emilia-Romagna,maschi,92 anni,divorziata/o,9
Emilia-Romagna,maschi,92 anni,vedova/o,1181
Emilia-Romagna,femmine,92 anni,nubile/celibe,484
Emilia-Romagna,femmine,92 anni,divorziata/o,66
Trentino Alto Adige / Südtirol,maschi,92 anni,coniugata/o,295
Veneto,maschi,92 anni,coniugata/o,1323
Friuli-Venezia Giulia,femmine,92 anni,coniugata/o,108
Emilia-Romagna,maschi,92 anni,coniugata/o,1537
Emilia-Romagna,femmine,92 anni,coniugata/o,461
Emilia-Romagna,femmine,92 anni,vedova/o,6477
Toscana,maschi,92 anni,nubile/celibe,150
Toscana,maschi,92 anni,coniugata/o,1362
Toscana,maschi,92 anni,divorziata/o,19
Toscana,maschi,92 anni,vedova/o,1103
Toscana,femmine,92 anni,nubile/celibe,425
Toscana,femmine,92 anni,coniugata/o,439
Toscana,femmine,92 anni,divorziata/o,57
Toscana,femmine,92 anni,vedova/o,5477
Piemonte,maschi,93 anni,nubile/celibe,117
Piemonte,maschi,93 anni,coniugata/o,872
Piemonte,maschi,93 anni,divorziata/o,10
Piemonte,maschi,93 anni,vedova/o,858
Piemonte,femmine,93 anni,nubile/celibe,496
Piemonte,femmine,93 anni,coniugata/o,270
Piemonte,femmine,93 anni,divorziata/o,72
Piemonte,femmine,93 anni,vedova/o,4774
Valle d'Aosta / Vallée d'Aoste,maschi,93 anni,nubile/celibe,3
Valle d'Aosta / Vallée d'Aoste,maschi,93 anni,coniugata/o,31
Valle d'Aosta / Vallée d'Aoste,maschi,93 anni,divorziata/o,2
Valle d'Aosta / Vallée d'Aoste,maschi,93 anni,vedova/o,24
Valle d'Aosta / Vallée d'Aoste,femmine,93 anni,nubile/celibe,9
Valle d'Aosta / Vallée d'Aoste,femmine,93 anni,coniugata/o,9
Valle d'Aosta / Vallée d'Aoste,femmine,93 anni,divorziata/o,3
Valle d'Aosta / Vallée d'Aoste,femmine,93 anni,vedova/o,123
Liguria,maschi,93 anni,nubile/celibe,60
Liguria,maschi,93 anni,coniugata/o,474
Liguria,maschi,93 anni,divorziata/o,11
Liguria,maschi,93 anni,vedova/o,372
Liguria,femmine,93 anni,nubile/celibe,229
Liguria,femmine,93 anni,coniugata/o,143
Liguria,femmine,93 anni,divorziata/o,31
Liguria,femmine,93 anni,vedova/o,2235
Lombardia,maschi,93 anni,nubile/celibe,173
Lombardia,maschi,93 anni,coniugata/o,1699
Lombardia,maschi,93 anni,divorziata/o,27
Lombardia,maschi,93 anni,vedova/o,1585
Lombardia,femmine,93 anni,nubile/celibe,1106
Lombardia,femmine,93 anni,coniugata/o,544
Lombardia,femmine,93 anni,divorziata/o,106
Lombardia,femmine,93 anni,vedova/o,9619
Trentino Alto Adige / Südtirol,maschi,93 anni,nubile/celibe,32
Trentino Alto Adige / Südtirol,maschi,93 anni,coniugata/o,216
Trentino Alto Adige / Südtirol,maschi,93 anni,divorziata/o,5
Trentino Alto Adige / Südtirol,maschi,93 anni,vedova/o,178
Trentino Alto Adige / Südtirol,femmine,93 anni,nubile/celibe,162
Trentino Alto Adige / Südtirol,femmine,93 anni,coniugata/o,56
Trentino Alto Adige / Südtirol,femmine,93 anni,divorziata/o,11
Trentino Alto Adige / Südtirol,femmine,93 anni,vedova/o,988
Veneto,maschi,93 anni,nubile/celibe,126
Veneto,maschi,93 anni,coniugata/o,887
Veneto,maschi,93 anni,divorziata/o,9
Veneto,maschi,93 anni,vedova/o,828
Veneto,femmine,93 anni,nubile/celibe,584
Veneto,femmine,93 anni,coniugata/o,251
Veneto,femmine,93 anni,divorziata/o,35
Veneto,femmine,93 anni,vedova/o,5078
Friuli-Venezia Giulia,maschi,93 anni,nubile/celibe,31
Friuli-Venezia Giulia,maschi,93 anni,coniugata/o,284
Friuli-Venezia Giulia,maschi,93 anni,divorziata/o,3
Friuli-Venezia Giulia,femmine,93 anni,nubile/celibe,141
Friuli-Venezia Giulia,femmine,93 anni,coniugata/o,81
Friuli-Venezia Giulia,femmine,93 anni,divorziata/o,25
Friuli-Venezia Giulia,femmine,93 anni,vedova/o,1640
Emilia-Romagna,maschi,93 anni,nubile/celibe,149
Emilia-Romagna,maschi,93 anni,coniugata/o,1042
Emilia-Romagna,maschi,93 anni,divorziata/o,13
Emilia-Romagna,femmine,93 anni,nubile/celibe,490
Emilia-Romagna,femmine,93 anni,coniugata/o,294
Emilia-Romagna,femmine,93 anni,divorziata/o,69
Emilia-Romagna,femmine,93 anni,vedova/o,5589
Toscana,maschi,93 anni,nubile/celibe,105
Toscana,maschi,93 anni,vedova/o,895
Toscana,femmine,93 anni,nubile/celibe,331
Friuli-Venezia Giulia,maschi,93 anni,vedova/o,249
Emilia-Romagna,maschi,93 anni,vedova/o,1079
Toscana,maschi,93 anni,coniugata/o,890
Toscana,maschi,93 anni,divorziata/o,7
Toscana,femmine,93 anni,coniugata/o,269
Toscana,femmine,93 anni,divorziata/o,47
Toscana,femmine,93 anni,vedova/o,4711
Umbria,maschi,93 anni,nubile/celibe,24
Umbria,maschi,93 anni,coniugata/o,272
Umbria,maschi,93 anni,divorziata/o,2
Umbria,maschi,93 anni,vedova/o,241
Umbria,femmine,93 anni,nubile/celibe,66
Umbria,femmine,93 anni,coniugata/o,53
Umbria,femmine,93 anni,divorziata/o,9
Umbria,femmine,93 anni,vedova/o,1258
Marche,maschi,93 anni,nubile/celibe,36
Marche,maschi,93 anni,coniugata/o,462
Marche,maschi,93 anni,divorziata/o,2
Marche,maschi,93 anni,vedova/o,385
Marche,femmine,93 anni,nubile/celibe,180
Marche,femmine,93 anni,coniugata/o,104
Marche,femmine,93 anni,divorziata/o,9
Marche,femmine,93 anni,vedova/o,2036
Lazio,maschi,93 anni,nubile/celibe,91
Lazio,maschi,93 anni,coniugata/o,1106
Lazio,maschi,93 anni,divorziata/o,19
Lazio,maschi,93 anni,vedova/o,988
Lazio,femmine,93 anni,nubile/celibe,499
Lazio,femmine,93 anni,coniugata/o,374
Lazio,femmine,93 anni,divorziata/o,88
Lazio,femmine,93 anni,vedova/o,4864
Abruzzo,maschi,93 anni,nubile/celibe,22
Abruzzo,maschi,93 anni,coniugata/o,319
Abruzzo,maschi,93 anni,divorziata/o,4
Abruzzo,maschi,93 anni,vedova/o,315
Abruzzo,femmine,93 anni,nubile/celibe,129
Abruzzo,femmine,93 anni,coniugata/o,125
Abruzzo,femmine,93 anni,divorziata/o,9
Abruzzo,femmine,93 anni,vedova/o,1374
Molise,maschi,93 anni,nubile/celibe,2
Molise,maschi,93 anni,coniugata/o,81
Molise,maschi,93 anni,divorziata/o,0
Molise,maschi,93 anni,vedova/o,76
Molise,femmine,93 anni,nubile/celibe,25
Molise,femmine,93 anni,coniugata/o,36
Molise,femmine,93 anni,divorziata/o,4
Molise,femmine,93 anni,vedova/o,358
Campania,maschi,93 anni,nubile/celibe,70
Campania,maschi,93 anni,coniugata/o,637
Campania,maschi,93 anni,divorziata/o,10
Campania,maschi,93 anni,vedova/o,790
Campania,femmine,93 anni,nubile/celibe,450
Campania,femmine,93 anni,coniugata/o,299
Campania,femmine,93 anni,divorziata/o,42
Campania,femmine,93 anni,vedova/o,3495
Puglia,maschi,93 anni,nubile/celibe,45
Puglia,maschi,93 anni,coniugata/o,741
Puglia,maschi,93 anni,divorziata/o,3
Puglia,maschi,93 anni,vedova/o,757
Puglia,femmine,93 anni,nubile/celibe,397
Puglia,femmine,93 anni,coniugata/o,226
Puglia,femmine,93 anni,divorziata/o,21
Puglia,femmine,93 anni,vedova/o,3125
Basilicata,maschi,93 anni,nubile/celibe,9
Basilicata,maschi,93 anni,coniugata/o,116
Basilicata,maschi,93 anni,divorziata/o,0
Basilicata,maschi,93 anni,vedova/o,127
Basilicata,femmine,93 anni,nubile/celibe,42
Basilicata,femmine,93 anni,coniugata/o,48
Basilicata,femmine,93 anni,divorziata/o,2
Basilicata,femmine,93 anni,vedova/o,524
Calabria,maschi,93 anni,nubile/celibe,31
Calabria,maschi,93 anni,coniugata/o,402
Calabria,maschi,93 anni,divorziata/o,4
Calabria,maschi,93 anni,vedova/o,392
Calabria,femmine,93 anni,nubile/celibe,186
Calabria,femmine,93 anni,coniugata/o,149
Calabria,femmine,93 anni,divorziata/o,15
Calabria,femmine,93 anni,vedova/o,1591
Sicilia,maschi,93 anni,nubile/celibe,90
Sicilia,maschi,93 anni,coniugata/o,924
Sicilia,maschi,93 anni,divorziata/o,8
Sicilia,maschi,93 anni,vedova/o,828
Sicilia,femmine,93 anni,nubile/celibe,510
Sicilia,femmine,93 anni,coniugata/o,200
Sicilia,femmine,93 anni,divorziata/o,39
Sicilia,femmine,93 anni,vedova/o,3732
Sardegna,maschi,93 anni,nubile/celibe,64
Sardegna,maschi,93 anni,coniugata/o,309
Sardegna,maschi,93 anni,divorziata/o,2
Sardegna,maschi,93 anni,vedova/o,281
Sardegna,femmine,93 anni,nubile/celibe,247
Sardegna,femmine,93 anni,coniugata/o,91
Sardegna,femmine,93 anni,divorziata/o,5
Sardegna,femmine,93 anni,vedova/o,1329
Piemonte,maschi,94 anni,nubile/celibe,93
Piemonte,maschi,94 anni,coniugata/o,565
Piemonte,maschi,94 anni,divorziata/o,5
Piemonte,maschi,94 anni,vedova/o,679
Piemonte,femmine,94 anni,coniugata/o,151
Calabria,maschi,94 anni,nubile/celibe,25
Calabria,maschi,94 anni,coniugata/o,300
Calabria,maschi,94 anni,divorziata/o,2
Calabria,maschi,94 anni,vedova/o,302
Calabria,femmine,94 anni,nubile/celibe,154
Calabria,femmine,94 anni,divorziata/o,7
Calabria,femmine,94 anni,vedova/o,1290
Sicilia,maschi,94 anni,nubile/celibe,68
Sicilia,maschi,94 anni,divorziata/o,6
Sicilia,maschi,94 anni,vedova/o,691
Sicilia,femmine,94 anni,coniugata/o,161
Sicilia,femmine,94 anni,divorziata/o,31
Sardegna,maschi,94 anni,divorziata/o,1
Sardegna,maschi,94 anni,vedova/o,229
Sardegna,femmine,94 anni,coniugata/o,67
Sardegna,femmine,94 anni,divorziata/o,4
Piemonte,femmine,94 anni,nubile/celibe,412
Piemonte,femmine,94 anni,divorziata/o,49
Piemonte,femmine,94 anni,vedova/o,3704
Valle d'Aosta / Vallée d'Aoste,maschi,94 anni,nubile/celibe,6
Valle d'Aosta / Vallée d'Aoste,maschi,94 anni,coniugata/o,10
Valle d'Aosta / Vallée d'Aoste,maschi,94 anni,divorziata/o,1
Valle d'Aosta / Vallée d'Aoste,maschi,94 anni,vedova/o,11
Valle d'Aosta / Vallée d'Aoste,femmine,94 anni,nubile/celibe,7
Valle d'Aosta / Vallée d'Aoste,femmine,94 anni,coniugata/o,4
Valle d'Aosta / Vallée d'Aoste,femmine,94 anni,divorziata/o,2
Valle d'Aosta / Vallée d'Aoste,femmine,94 anni,vedova/o,90
Liguria,maschi,94 anni,nubile/celibe,47
Liguria,maschi,94 anni,coniugata/o,304
Liguria,maschi,94 anni,divorziata/o,10
Liguria,maschi,94 anni,vedova/o,311
Liguria,femmine,94 anni,nubile/celibe,168
Liguria,femmine,94 anni,coniugata/o,107
Liguria,femmine,94 anni,divorziata/o,24
Liguria,femmine,94 anni,vedova/o,1773
Lombardia,maschi,94 anni,nubile/celibe,128
Lombardia,maschi,94 anni,coniugata/o,1070
Lombardia,maschi,94 anni,divorziata/o,17
Lombardia,maschi,94 anni,vedova/o,1258
Lombardia,femmine,94 anni,nubile/celibe,894
Lombardia,femmine,94 anni,coniugata/o,364
Lombardia,femmine,94 anni,divorziata/o,86
Lombardia,femmine,94 anni,vedova/o,7776
Trentino Alto Adige / Südtirol,maschi,94 anni,nubile/celibe,19
Trentino Alto Adige / Südtirol,maschi,94 anni,coniugata/o,126
Trentino Alto Adige / Südtirol,maschi,94 anni,divorziata/o,4
Trentino Alto Adige / Südtirol,maschi,94 anni,vedova/o,145
Trentino Alto Adige / Südtirol,femmine,94 anni,nubile/celibe,157
Trentino Alto Adige / Südtirol,femmine,94 anni,coniugata/o,45
Trentino Alto Adige / Südtirol,femmine,94 anni,divorziata/o,6
Trentino Alto Adige / Südtirol,femmine,94 anni,vedova/o,795
Veneto,maschi,94 anni,nubile/celibe,80
Veneto,maschi,94 anni,coniugata/o,577
Veneto,maschi,94 anni,divorziata/o,10
Veneto,maschi,94 anni,vedova/o,660
Veneto,femmine,94 anni,nubile/celibe,499
Veneto,femmine,94 anni,coniugata/o,149
Veneto,femmine,94 anni,divorziata/o,28
Veneto,femmine,94 anni,vedova/o,3896
Friuli-Venezia Giulia,maschi,94 anni,nubile/celibe,35
Friuli-Venezia Giulia,maschi,94 anni,coniugata/o,200
Friuli-Venezia Giulia,maschi,94 anni,divorziata/o,2
Friuli-Venezia Giulia,maschi,94 anni,vedova/o,210
Friuli-Venezia Giulia,femmine,94 anni,nubile/celibe,126
Friuli-Venezia Giulia,femmine,94 anni,coniugata/o,43
Friuli-Venezia Giulia,femmine,94 anni,divorziata/o,20
Friuli-Venezia Giulia,femmine,94 anni,vedova/o,1357
Emilia-Romagna,maschi,94 anni,nubile/celibe,107
Emilia-Romagna,maschi,94 anni,coniugata/o,757
Emilia-Romagna,maschi,94 anni,divorziata/o,13
Emilia-Romagna,maschi,94 anni,vedova/o,859
Emilia-Romagna,femmine,94 anni,nubile/celibe,375
Emilia-Romagna,femmine,94 anni,coniugata/o,213
Emilia-Romagna,femmine,94 anni,divorziata/o,44
Emilia-Romagna,femmine,94 anni,vedova/o,4338
Toscana,maschi,94 anni,nubile/celibe,77
Toscana,maschi,94 anni,coniugata/o,610
Toscana,maschi,94 anni,divorziata/o,12
Toscana,maschi,94 anni,vedova/o,747
Toscana,femmine,94 anni,nubile/celibe,323
Toscana,femmine,94 anni,coniugata/o,184
Toscana,femmine,94 anni,divorziata/o,32
Toscana,femmine,94 anni,vedova/o,3772
Umbria,maschi,94 anni,nubile/celibe,24
Umbria,maschi,94 anni,coniugata/o,171
Umbria,maschi,94 anni,divorziata/o,0
Umbria,maschi,94 anni,vedova/o,197
Umbria,femmine,94 anni,nubile/celibe,72
Umbria,femmine,94 anni,coniugata/o,49
Umbria,femmine,94 anni,divorziata/o,7
Umbria,femmine,94 anni,vedova/o,959
Marche,maschi,94 anni,nubile/celibe,33
Marche,maschi,94 anni,coniugata/o,245
Marche,maschi,94 anni,divorziata/o,2
Marche,maschi,94 anni,vedova/o,297
Marche,femmine,94 anni,nubile/celibe,137
Marche,femmine,94 anni,coniugata/o,63
Marche,femmine,94 anni,divorziata/o,12
Marche,femmine,94 anni,vedova/o,1531
Lazio,maschi,94 anni,nubile/celibe,60
Lazio,maschi,94 anni,coniugata/o,753
Lazio,maschi,94 anni,divorziata/o,13
Lazio,maschi,94 anni,vedova/o,874
Lazio,femmine,94 anni,nubile/celibe,442
Lazio,femmine,94 anni,coniugata/o,247
Lazio,femmine,94 anni,divorziata/o,72
Lazio,femmine,94 anni,vedova/o,3930
Abruzzo,maschi,94 anni,vedova/o,256
Abruzzo,femmine,94 anni,nubile/celibe,105
Abruzzo,femmine,94 anni,coniugata/o,74
Abruzzo,femmine,94 anni,divorziata/o,11
Molise,maschi,94 anni,vedova/o,71
Campania,maschi,94 anni,nubile/celibe,56
Campania,femmine,94 anni,nubile/celibe,293
Campania,femmine,94 anni,vedova/o,2713
Calabria,femmine,94 anni,coniugata/o,110
Sicilia,maschi,94 anni,coniugata/o,607
Sicilia,femmine,94 anni,nubile/celibe,383
Sicilia,femmine,94 anni,vedova/o,3092
Sardegna,maschi,94 anni,nubile/celibe,41
Sardegna,maschi,94 anni,coniugata/o,237
Sardegna,femmine,94 anni,nubile/celibe,216
Sardegna,femmine,94 anni,vedova/o,1138
Abruzzo,maschi,94 anni,nubile/celibe,15
Abruzzo,maschi,94 anni,coniugata/o,216
Abruzzo,maschi,94 anni,divorziata/o,2
Abruzzo,femmine,94 anni,vedova/o,1113
Molise,maschi,94 anni,nubile/celibe,4
Molise,maschi,94 anni,coniugata/o,54
Molise,maschi,94 anni,divorziata/o,0
Molise,femmine,94 anni,nubile/celibe,26
Molise,femmine,94 anni,coniugata/o,25
Molise,femmine,94 anni,divorziata/o,0
Molise,femmine,94 anni,vedova/o,301
Campania,maschi,94 anni,coniugata/o,433
Campania,maschi,94 anni,divorziata/o,3
Campania,maschi,94 anni,vedova/o,604
Campania,femmine,94 anni,coniugata/o,193
Campania,femmine,94 anni,divorziata/o,24
Puglia,maschi,94 anni,nubile/celibe,40
Puglia,maschi,94 anni,coniugata/o,481
Puglia,maschi,94 anni,divorziata/o,1
Puglia,maschi,94 anni,vedova/o,617
Puglia,femmine,94 anni,nubile/celibe,280
Puglia,femmine,94 anni,coniugata/o,151
Puglia,femmine,94 anni,divorziata/o,18
Puglia,femmine,94 anni,vedova/o,2377
Basilicata,maschi,94 anni,nubile/celibe,9
Basilicata,maschi,94 anni,coniugata/o,77
Basilicata,maschi,94 anni,divorziata/o,1
Basilicata,maschi,94 anni,vedova/o,122
Basilicata,femmine,94 anni,nubile/celibe,41
Basilicata,femmine,94 anni,coniugata/o,29
Basilicata,femmine,94 anni,divorziata/o,1
Basilicata,femmine,94 anni,vedova/o,372
Piemonte,maschi,95 anni,nubile/celibe,60
Piemonte,maschi,95 anni,coniugata/o,385
Piemonte,maschi,95 anni,divorziata/o,9
Piemonte,maschi,95 anni,vedova/o,547
Piemonte,femmine,95 anni,nubile/celibe,297
Piemonte,femmine,95 anni,coniugata/o,111
Piemonte,femmine,95 anni,divorziata/o,42
Piemonte,femmine,95 anni,vedova/o,2919
Valle d'Aosta / Vallée d'Aoste,maschi,95 anni,nubile/celibe,2
Valle d'Aosta / Vallée d'Aoste,maschi,95 anni,coniugata/o,7
Valle d'Aosta / Vallée d'Aoste,maschi,95 anni,divorziata/o,1
Valle d'Aosta / Vallée d'Aoste,maschi,95 anni,vedova/o,12
Valle d'Aosta / Vallée d'Aoste,femmine,95 anni,nubile/celibe,10
Valle d'Aosta / Vallée d'Aoste,femmine,95 anni,coniugata/o,4
Valle d'Aosta / Vallée d'Aoste,femmine,95 anni,divorziata/o,1
Valle d'Aosta / Vallée d'Aoste,femmine,95 anni,vedova/o,77
Liguria,maschi,95 anni,nubile/celibe,29
Liguria,maschi,95 anni,coniugata/o,151
Liguria,maschi,95 anni,divorziata/o,5
Liguria,maschi,95 anni,vedova/o,281
Liguria,femmine,95 anni,nubile/celibe,143
Liguria,femmine,95 anni,coniugata/o,50
Liguria,femmine,95 anni,divorziata/o,20
Liguria,femmine,95 anni,vedova/o,1450
Lombardia,maschi,95 anni,nubile/celibe,95
Lombardia,maschi,95 anni,coniugata/o,750
Lombardia,maschi,95 anni,divorziata/o,11
Lombardia,maschi,95 anni,vedova/o,1026
Lombardia,femmine,95 anni,nubile/celibe,713
Lombardia,femmine,95 anni,coniugata/o,203
Lombardia,femmine,95 anni,divorziata/o,61
Lombardia,femmine,95 anni,vedova/o,6019
Trentino Alto Adige / Südtirol,maschi,95 anni,nubile/celibe,17
Trentino Alto Adige / Südtirol,maschi,95 anni,coniugata/o,92
Trentino Alto Adige / Südtirol,maschi,95 anni,divorziata/o,2
Trentino Alto Adige / Südtirol,maschi,95 anni,vedova/o,137
Trentino Alto Adige / Südtirol,femmine,95 anni,nubile/celibe,119
Trentino Alto Adige / Südtirol,femmine,95 anni,coniugata/o,20
Trentino Alto Adige / Südtirol,femmine,95 anni,divorziata/o,4
Trentino Alto Adige / Südtirol,femmine,95 anni,vedova/o,730
Veneto,maschi,95 anni,nubile/celibe,53
Veneto,maschi,95 anni,coniugata/o,428
Veneto,maschi,95 anni,divorziata/o,8
Veneto,maschi,95 anni,vedova/o,553
Veneto,femmine,95 anni,nubile/celibe,369
Veneto,femmine,95 anni,coniugata/o,98
Veneto,femmine,95 anni,divorziata/o,29
Veneto,femmine,95 anni,vedova/o,3227
Friuli-Venezia Giulia,maschi,95 anni,nubile/celibe,11
Friuli-Venezia Giulia,maschi,95 anni,coniugata/o,134
Friuli-Venezia Giulia,maschi,95 anni,divorziata/o,6
Friuli-Venezia Giulia,maschi,95 anni,vedova/o,174
Friuli-Venezia Giulia,femmine,95 anni,nubile/celibe,113
Friuli-Venezia Giulia,femmine,95 anni,coniugata/o,25
Friuli-Venezia Giulia,femmine,95 anni,divorziata/o,20
Friuli-Venezia Giulia,femmine,95 anni,vedova/o,1026
Emilia-Romagna,maschi,95 anni,nubile/celibe,82
Emilia-Romagna,maschi,95 anni,coniugata/o,459
Emilia-Romagna,maschi,95 anni,divorziata/o,7
Emilia-Romagna,maschi,95 anni,vedova/o,705
Emilia-Romagna,femmine,95 anni,nubile/celibe,300
Emilia-Romagna,femmine,95 anni,coniugata/o,131
Emilia-Romagna,femmine,95 anni,divorziata/o,34
Emilia-Romagna,femmine,95 anni,vedova/o,3601
Toscana,maschi,95 anni,nubile/celibe,51
Toscana,maschi,95 anni,coniugata/o,416
Toscana,maschi,95 anni,divorziata/o,5
Toscana,maschi,95 anni,vedova/o,582
Toscana,femmine,95 anni,nubile/celibe,225
Toscana,femmine,95 anni,coniugata/o,121
Toscana,femmine,95 anni,divorziata/o,19
Toscana,femmine,95 anni,vedova/o,3001
Umbria,maschi,95 anni,nubile/celibe,8
Umbria,maschi,95 anni,coniugata/o,97
Umbria,maschi,95 anni,divorziata/o,0
Umbria,maschi,95 anni,vedova/o,142
Umbria,femmine,95 anni,nubile/celibe,52
Umbria,femmine,95 anni,coniugata/o,22
Umbria,femmine,95 anni,divorziata/o,6
Umbria,femmine,95 anni,vedova/o,736
Marche,maschi,95 anni,nubile/celibe,22
Marche,maschi,95 anni,coniugata/o,208
Marche,maschi,95 anni,divorziata/o,2
Marche,maschi,95 anni,vedova/o,220
Marche,femmine,95 anni,nubile/celibe,105
Marche,femmine,95 anni,coniugata/o,29
Marche,femmine,95 anni,divorziata/o,7
Marche,femmine,95 anni,vedova/o,1226
Lazio,maschi,95 anni,nubile/celibe,55
Lazio,maschi,95 anni,coniugata/o,515
Lazio,maschi,95 anni,divorziata/o,7
Lazio,maschi,95 anni,vedova/o,628
Lazio,femmine,95 anni,nubile/celibe,330
Lazio,femmine,95 anni,coniugata/o,198
Lazio,femmine,95 anni,divorziata/o,37
Lazio,femmine,95 anni,vedova/o,3165
Abruzzo,maschi,95 anni,nubile/celibe,16
Abruzzo,maschi,95 anni,coniugata/o,150
Abruzzo,maschi,95 anni,divorziata/o,1
Abruzzo,maschi,95 anni,vedova/o,177
Abruzzo,femmine,95 anni,nubile/celibe,60
Abruzzo,femmine,95 anni,coniugata/o,56
Abruzzo,femmine,95 anni,divorziata/o,4
Abruzzo,femmine,95 anni,vedova/o,898
Molise,maschi,95 anni,nubile/celibe,4
Molise,maschi,95 anni,coniugata/o,40
Molise,maschi,95 anni,divorziata/o,0
Molise,maschi,95 anni,vedova/o,52
Molise,femmine,95 anni,nubile/celibe,23
Molise,femmine,95 anni,coniugata/o,20
Molise,femmine,95 anni,divorziata/o,1
Molise,femmine,95 anni,vedova/o,221
Campania,maschi,95 anni,nubile/celibe,35
Campania,maschi,95 anni,coniugata/o,312
Campania,maschi,95 anni,divorziata/o,4
Campania,maschi,95 anni,vedova/o,429
Campania,femmine,95 anni,nubile/celibe,244
Campania,femmine,95 anni,coniugata/o,133
Campania,femmine,95 anni,divorziata/o,14
Campania,femmine,95 anni,vedova/o,2036
Puglia,maschi,95 anni,nubile/celibe,29
Puglia,maschi,95 anni,coniugata/o,306
Puglia,maschi,95 anni,divorziata/o,4
Puglia,maschi,95 anni,vedova/o,496
Puglia,femmine,95 anni,nubile/celibe,245
Puglia,femmine,95 anni,coniugata/o,92
Puglia,femmine,95 anni,divorziata/o,9
Puglia,femmine,95 anni,vedova/o,1950
Basilicata,maschi,95 anni,nubile/celibe,5
Basilicata,maschi,95 anni,coniugata/o,68
Basilicata,maschi,95 anni,divorziata/o,0
Basilicata,maschi,95 anni,vedova/o,103
Basilicata,femmine,95 anni,nubile/celibe,24
Basilicata,femmine,95 anni,coniugata/o,18
